Media Owner,Site ID/Number,Suburb,City,Province,Country,Latitude,Longitude,Network:
NetworkX,Bree Taxi Rank,,Johannesburg,Gauteng,South Africa,-26.20016,28.03603,outdoor.billboards
NetworkX,Esangweni Tembisa Taxi Rank,,Thembisa,Gauteng,South Africa,-26.020227,28.201168,outdoor.billboards
NetworkX,Isipingo Taxi Rank,,Isipingo,KwaZulu-Natal,South Africa,-29.98096,30.92718,outdoor.billboards
NetworkX,Ivorypark Ridge Tembisa,,Midrand,Gauteng,South Africa,-26.006616,28.181926,outdoor.billboards
NetworkX,Mabopane transport exchange,,Soshanguve,Gauteng,South Africa,-25.49783,28.09046,outdoor.billboards
NetworkX,Mbombela Taxi Rank,,Mbombela,Mpumalanga,South Africa,-25.46617,30.97936,outdoor.billboards
NetworkX,MdantsaneTaxi Rank,,Mdantsane,Eastern Cape,South Africa,-32.94476,27.75367,outdoor.billboards
NetworkX,Midrand Taxi Rank,,Midrand,Gauteng,South Africa,-25.99842,28.12837,outdoor.billboards
NetworkX,Noord Taxi Rank,,Johannesburg,Gauteng,South Africa,-26.19949,28.04656,outdoor.billboards
NetworkX,Belle Ombre Taxi Rank,,Pretoria,Gauteng,South Africa,-25.738259,28.18049,outdoor.billboards
NetworkX,Pan Africa Taxi Rank,,Sandton,Gauteng,South Africa,-26.10999,28.08765,outdoor.billboards
NetworkX,Northam Taxi Rank,,Northam,Limpopo,South Africa,-24.959234,27.262482,outdoor.billboards
NetworkX,Rustenburg Taxi Rank,,Rustenburg,North West,South Africa,-25.66268,27.23571,outdoor.billboards
NetworkX,Warwick Tax Taxi Rank,,Durban,KwaZulu-Natal,South Africa,-29.853068,31.010635,outdoor.billboards
NetworkX,Verulam Taxi Rank,,Verulam,KwaZulu-Natal,South Africa,-29.64007221,31.04600093,outdoor.billboards
RVA01,,Hazeldean,Pretoria,Gauteng,South Africa,-25.784264,28.35465,Gym.Lifestyle
RVA02,,Edenglen,Edenvale,Gauteng,South Africa,-26.136117,28.180528,Gym.Lifestyle
RVA03,,Rosebank,Johannesburg,Gauteng,South Africa,-26.143003,28.042556,Gym.Lifestyle
RVA04,,Centurion,Centurion,Gauteng,South Africa,-25.866575,28.200086,Gym.Lifestyle
RVA05,,Loftus,Pretoria,Gauteng,South Africa,-25.750856,28.222872,Gym.Lifestyle
RVA06,,Bedfordview,Germiston,Gauteng,South Africa,-26.169389,28.146986,Gym.Lifestyle
RVA07,,Lonehill,Sandton,Gauteng,South Africa,-26.013689,28.026064,Gym.Lifestyle
RVA08,,Glenvista,Johannesburg,Gauteng,South Africa,-26.2791,28.034942,Gym.Lifestyle
RVA09,,Randburg,Randburg,Gauteng,South Africa,-26.094136,27.983386,Gym.Lifestyle
RVA10,,Victory Park,Randburg,Gauteng,South Africa,-26.138211,28.009108,Gym.Lifestyle
RVA11,,Waterfall,Midrand,Gauteng,South Africa,-26.021017,28.087881,Gym.Lifestyle
RVA12,,Menlyn,Pretoria,Gauteng,South Africa,-25.789681,28.283744,Gym.Lifestyle
RVA13,,Bryanston,Sandton,Gauteng,South Africa,-26.057583,28.023494,Gym.Lifestyle
RVA14,,Cradlestone,Krugersdorp,Gauteng,South Africa,-26.062286,27.838378,Gym.Lifestyle
RVA15,,Kyalami Corner,Kyalami,Gauteng,South Africa,-25.984403,28.075897,Gym.Lifestyle
RVA16,,Sandton CBD,Sandton,Gauteng,South Africa,-26.105375,28.053661,Gym.Lifestyle
RVA17,,Old Eds,Johannesburg,Gauteng,South Africa,-26.157631,28.063369,Gym.Lifestyle
RVA18,,Dainfern,Sandton,Gauteng,South Africa,-25.993439,28.014278,Gym.Lifestyle
RVA19,,Roodepoort,Roodepoort,Gauteng,South Africa,-26.149217,27.927158,Gym.Lifestyle
RVA20,,Broadacres,Johannesburg,Gauteng,South Africa,-26.002219,27.984108,Gym.Lifestyle
RVA21,,Morningside (JHB),Johannesburg,Gauteng,South Africa,-26.088889,28.060378,Gym.Lifestyle
RVA22,,Claremont,Cape Town,Western Cape,South Africa,-33.977456,18.465183,Gym.Lifestyle
RVA23,,Stellenbosch,Cape Town,Western Cape,South Africa,-33.936339,18.860481,Gym.Lifestyle
RVA24,,Durbanville,Cape Town,Western Cape,South Africa,-33.831492,18.647419,Gym.Lifestyle
RVA25,,Steenberg,Cape Town,Western Cape,South Africa,-34.079614,18.440869,Gym.Lifestyle
RVA26,,Constantia,Cape Town,Western Cape,South Africa,-34.018631,18.451219,Gym.Lifestyle
RVA27,,Point,Cape Town,Western Cape,South Africa,-33.906297,18.402847,Gym.Lifestyle
RVA28,,Table View,Cape Town,Western Cape,South Africa,-33.828094,18.488214,Gym.Lifestyle
RVA29,,Tygervalley,Cape Town,Western Cape,South Africa,-33.877314,18.633378,Gym.Lifestyle
RVA30,,Century City,Cape Town,Western Cape,South Africa,-33.894869,18.505875,Gym.Lifestyle
RVA31,,Wembley Square,Cape Town,Western Cape,South Africa,-33.932706,18.421906,Gym.Lifestyle
RVA32,,Cresta,Paarl,Western Cape,South Africa,-26.1284,27.971183,Gym.Lifestyle
RVA33,,Gateway,Umhlanga,Kwa-Zulu Natal,South Africa,-29.723139,31.066022,Gym.Lifestyle
RVA34,,Pavillion,Westville,Kwa-Zulu Natal,South Africa,-29.847964,30.937417,Gym.Lifestyle
RVA35,,The Atrium,Durban,Kwa-Zulu Natal,South Africa,-29.837497,30.999136,Gym.Lifestyle
RVA36,,Hillcrest,Durban,Kwa-Zulu Natal,South Africa,-29.782308,30.763692,Gym.Lifestyle
RVA37,,Waterstone,Westville,Kwa-Zulu Natal,South Africa,-34.069242,18.823056,Gym.Lifestyle
RVA38,,La Lucia,Umhlanga,Kwa-Zulu Natal,South Africa,-29.754817,31.063425,Gym.Lifestyle
RVA39,,Northridge,Bloemfontein,Free State,South Africa,-29.072244,26.235236,Gym.Lifestyle
RVA40,,Lorraine,Lorraine,Eastern Cape,South Africa,-33.969106,25.526964,Gym.Lifestyle
Aero Motors,DBPW020,,Cape Town,Western Cape,,-34.00111,18.49834,Digilites
Airport,DBPW001,,Cape Town,Western Cape,,-33.969322,18.59164,Digilites
Atterbury Value Mart,DBPG032,,Pretoria,Gauteng,,-25.788844,28.30878,Digilites
Bara,DBPG001,,Soweto,Gauteng,,-26.260498,27.946843,Digilites
Bergbron,DBPG005,,Randburg,Gauteng,,-26.163714,27.951821,Digilites
Beyers Naude Oasis - North,DBPG002,,Randburg,Gauteng,,-26.114665,27.952622,Digilites
Beyers Naude Oasis - South,DBPG003,,Randburg,Gauteng,,-26.115025,27.954861,Digilites
Blue Route,DBPW002,,Cape Town,Western Cape,,-34.064686,18.452064,Digilites
Boulders,DBPG004,,Halfway House,Gauteng,,-25.995221,28.128373,Digilites
Broadacres,DBPG006,,City of Johannesburg,Gauteng,,-26.000915,27.984144,Digilites
Bromhof,DBPG007,,Randburg,Gauteng,,-26.087383,27.958401,Digilites
Bruma,DBPG008,,Bruma,Gauteng,,-26.182872,28.107381,Digilites
Centurion Service Station,DBPG035,,Centurion,Gauteng,,-25.868069,28.194591,Digilites
Chatsworth Circle,DBPD010,,Chatsworth,Kwazulu-Natal,,-29.911931,30.878152,Digilites
Dorp Street,DBPW004,,Stellenbosch,Western Cape,,-33.940041,18.856073,Digilites
Drive-In Motors,DBPD001,,Ballito Bay,Kwazulu-Natal,,-29.52846,31.205315,Digilites
Dube Village,DBPD002,,Ethekwini,Kwazulu-Natal,,-29.708189,30.970185,Digilites
Durham Avenue,DBPW006,,Salt River,Western Cape,,-33.929183,18.459412,Digilites
Edenvale North,DBPG009,,Johannesburg,Gauteng,,-26.122143,28.139039,Digilites
Empire,DBPG010,,Johannesburg,Gauteng,,-26.185741,28.040205,Digilites
Fourways,DBPG011,,Sandton,Gauteng,,-26.016824,28.010531,Digilites
Glenfair Service Station,DBPG034,,Lynnwood,Gauteng,,-25.766687,28.281497,Digilites
Glynnwood,DBPG012,,Benoni,Gauteng,,-26.195831,28.308785,Digilites
Gordons Bay,DBPW005,,Cordon's Bay,Western Cape,,-34.154384,18.867048,Digilites
Grayston,DBPG013,,Sandton,Gauteng,,-26.097755,28.059738,Digilites
Green Acres,DBPE001,,Port Elizabeth,Eastern Cape,,-33.952468,25.576651,Digilites
Grosvenor,DBPG033,,Bryanston,Gauteng,,-26.059845,28.0223,Digilites
Heritage Square,DBPW008,,City of Cape Town,Western Cape,,-34.107538,18.861016,Digilites
Hout Bay,DBPW018,,City of Cape Town,Western Cape,,-34.034274,18.356593,Digilites
Jean Avenue,DBPG036,,Centurion,Gauteng,,-25.841193,28.187936,Digilites
Kensington,DBPG014,,Kensington,Gauteng,,-26.185168,28.102924,Digilites
Kiasha Park,DBPG045,,Eldoradopark,Gauteng,,-26.294126,27.906747,Digilites
La Lucia,DBPD003,,La Lucia,Kwazulu-Natal,,-29.752372,31.046926,Digilites
Letchworth,DBPW007,,Edgemead,Western Cape,,-33.870027,18.546702,Digilites
Linden Park,DBPG015,,Randburg,Gauteng,,-26.126095,27.996237,Digilites
Louis Botha,DBPG044,,Orange Grove,Gauteng,,-26.161032,28.084749,Digilites
M1 Oasis (BP Ormonde View),DBPG016,,Johannesburg,Gauteng,,-26.241386,28.010322,Digilites
Makhaza,DBPW009,,Khayelitsha,Western Cape,,-34.047012,18.700887,Digilites
Mamelodi Gardens,DBPG037,,City of Tshwane,Gauteng,,-25.721751,28.389375,Digilites
Melrose Arch,DBPG017,,Johannesburg,Gauteng,,-26.129584,28.069841,Digilites
Merriman,DBPW010,,Stellenbosch,Western Cape,,-33.931734,18.860545,Digilites
Montecasino,DBPG018,,Bryanston,Gauteng,,-26.035336,28.011547,Digilites
Moore Road,DBPD004,,Bulwer (Ethekwini),Kwazulu-Natal,,-29.858109,31.002649,Digilites
New Germany,DBPD005,,Pinetown,Kwazulu-Natal,,-29.801734,30.873711,Digilites
Newlands Avenue,DBPW011,,Newlands,Western Cape,,-33.971545,18.45488,Digilites
Newmarket,DBPG019,,Germiston,Gauteng,,-26.289446,28.139931,Digilites
Northrand road,DBPG020,,Boksburg,Gauteng,,-26.179689,28.278185,Digilites
O' Reilly Merry,DBPG021,,Benoni,Gauteng,,-26.145608,28.313207,Digilites
Old Farm,DBPG038,,Pretoria,Gauteng,,-25.789674,28.326848,Digilites
Paarl,DBPW019,,Paarl,Western Cape,,-33.732753,18.978125,Digilites
Palm Court,DBPG022,,Weltevredenpark,Gauteng,,-26.126162,27.931265,Digilites
Pinelands,DBPW012,,Pinelands,Western Cape,,-33.940955,18.500116,Digilites
President Motors,DBPW013,,Cape Town,Western Cape,,-33.922171,18.380594,Digilites
Prospecton Road,DBPD006,,Durban,Kwazulu-Natal,,-29.983836,30.936402,Digilites
Queenswood,DBPG039,,Pretoria,Gauteng,,-25.730516,28.245551,Digilites
Rabie Ridge,DBPG023,,City of Johannesburg,Gauteng,,-26.021235,28.171247,Digilites
Rachel de Beer,DBPG040,,Pretoria,Gauteng,,-25.678089,28.17788,Digilites
Radiokop,DBPG024,,Roodepoort,Gauteng,,-26.104485,27.923804,Digilites
Randburg,DBPG025,,Randburg,Gauteng,,-26.09616,27.985976,Digilites
Randhart,DBPG026,,Alrode,Gauteng,,-26.301574,28.116428,Digilites
Ridge Oasis,DBPD007,,Ethekwini,Kwazulu-Natal,,-29.742754,30.633491,Digilites
Rosmead,DBPW014,,Cape Town,Western Cape,,-34.002358,18.478892,Digilites
Rustenberg,DBPG041,,Rustenburg,North-West,,-25.66771,27.238593,Digilites
Salt Lake,DBPG027,,Brakpan,Gauteng,,-26.261515,28.360025,Digilites
Sandown Service Station,DBPW015,,City of Cape Town,Western Cape,,-33.806784,18.482805,Digilites
Sibaya,DBPD009,,Ethekwini,Kwazulu-Natal,,-29.682239,31.10428,Digilites
Simon Vermooten,DBPG042,,Pretoria,Gauteng,,-25.755112,28.324656,Digilites
Somerset Road,DBPW016,,Cape Town,Western Cape,,-33.915384,18.418647,Digilites
Stanford,DBPE002,,Port Elizabeth,Eastern Cape,,-33.920049,25.564605,Digilites
Strubensvalley Service Station,DBPG028,,Roodepoort,Gauteng,,-26.122319,27.899975,Digilites
Sunnyrock,DBPG029,,Germiston,Gauteng,,-26.167288,28.167728,Digilites
Tom Jones,DBPG030,,Benoni,Gauteng,,-26.180344,28.311131,Digilites
Tygervalley,DBPW017,,Bellville,Western Cape,,-33.880737,18.636146,Digilites
Verulam,DBPD011,,Margate,Kwazulu-Natal,,-30.856478,30.371891,Digilites
Walmer Gardens,DBPE003,,Walmer,Eastern Cape,,-33.980852,25.579842,Digilites
Westville Autohouse,DBPD008,,Westville,Kwazulu-Natal,,-29.835606,30.914616,Digilites
William Nicol,DBPG031,,Bryanston,Gauteng,,-26.035879,28.010828,Digilites
Winmore,DBPG043,,Pretoria,Gauteng,,-25.841104,28.280528,Digilites
Sasol Allens Neck,DSAG001,,Roodepoort,Gauteng,,-26.121966,27.922498,Digilites
Sasol Andrew Maphethu,DSAG002,,Ekurhuleni,Gauteng,,-26.017236,28.21537,Digilites
Sasol Arkwright,DSAG003,,Wynberg,Gauteng,,-26.115902,28.081605,Digilites
Sasol Atteridgeville,DSAG004,,City of Tshwane,Gauteng,,-25.775666,28.080264,Digilites
Sasol Bellair,DSAD001,,Durban,Kwazulu-Natal,,-29.864019,30.964113,Digilites
Sasol Booth Road West,DSAD002,,Durban,Kwazulu-Natal,,-29.857169,30.939291,Digilites
Sasol Bowling Avenue,DSAG005,,Sandton,Gauteng,,-26.090219,28.078909,Digilites
Sasol Braamfischer,DSAG006,,Soweto,Gauteng,,-26.203815,27.871159,Digilites
Sasol Brits 1,DSAG007,,Brits,North-West,,-25.653443,27.812223,Digilites
Sasol Broederstroom,DSAG008,,Madibeng,North-West,,-25.797639,27.891035,Digilites
Sasol Circle Centre,DSAG009,,Centurion,Gauteng,,-25.887266,28.106004,Digilites
Sasol Cosmo City,DSAG010,,Roodepoort,Gauteng,,-26.017281,27.939365,Digilites
Sasol Davest,DSAG011,,Meyerton,Gauteng,,-26.557635,28.024062,Digilites
Sasol De Bron Service Station,DSAW001,,Brackenfell,Western Cape,,-33.854923,18.691667,Digilites
Sasol Diepsloot,DSAG012,,City of Johannesburg,Gauteng,,-25.935439,28.020528,Digilites
Sasol Disa Road,DSAE001,,Newton Park,Eastern Cape,,-33.943718,25.55321,Digilites
Sasol Duduza,DSAG013,,Ekurhuleni,Gauteng,,-26.380726,28.388445,Digilites
Sasol Edenvale,DSAG014,,Edenvale,Gauteng,,-26.149608,28.150834,Digilites
Sasol Erica Road,DSAW002,,City of Cape Town,Western Cape,,-33.941773,18.62903,Digilites
Sasol Fairbreez,DSAD003,,Tongaat,Kwazulu-Natal,,-29.546613,31.136976,Digilites
Sasol Fairland,DSAG015,,Randburg,Gauteng,,-26.131687,27.944221,Digilites
Sasol Featherbrooke,DSAG016,,Krugersdorp,Gauteng,,-26.063193,27.83936,Digilites
Sasol Ferndale,DSAG017,,Randburg,Gauteng,,-26.092734,27.98549,Digilites
Sasol George highway,DSAW003,,George,Western Cape,,-33.99182,22.520495,Digilites
Sasol Gold Reef,DSAG018,,Johannesburg,Gauteng,,-26.238919,28.008758,Digilites
Sasol Hans Dettman,DSAD004,,Pinetown,Kwazulu-Natal,,-29.855201,30.873093,Digilites
Sasol Hatfield,DSAG019,,Pretoria,Gauteng,,-25.753957,28.240749,Digilites
Sasol Hill Street,DSAG020,,Randburg,Gauteng,,-26.092304,27.999388,Digilites
Sasol Hindle Road,DSAW004,,City of Cape Town,Western Cape,,-33.986343,18.689247,Digilites
Sasol Hornsnek,DSAG021,,Pretoria,Gauteng,,-25.661067,28.046404,Digilites
Sasol Houghton,DSAG022,,Houghton Estate,Gauteng,,-26.173781,28.067207,Digilites
Sasol Jean Avenue,DSAG023,,Centurion,Gauteng,,-25.838755,28.181187,Digilites
Sasol King Shaka,DSAD005,,Ethekwini,Kwazulu-Natal,,-29.62159,31.100601,Digilites
Sasol Kleinmond,DSAW005,,Kleinmond,Western Cape,,-34.340204,19.02373,Digilites
Sasol Kommetjie,DSAW006,,Noordhoek,Western Cape,,-34.132001,18.382698,Digilites
Sasol Krugersdorp North,DSAG024,,Krugersdorp,Gauteng,,-26.085626,27.780013,Digilites
Sasol Labelle,DSAW007,,Stikland,Western Cape,,-33.903526,18.66815,Digilites
Sasol Lyttelton Manor,DSAG025,,Lyttleton,Gauteng,,-25.819723,28.195248,Digilites
Sasol Maitland,DSAW008,,Maitland,Western Cape,,-33.919617,18.504455,Digilites
Sasol Makqelepo,DSAG026,,Ekurhuleni,Gauteng,,-26.305733,28.159773,Digilites
Sasol Malanshof,DSAG027,,Randburg,Gauteng,,-26.099541,27.978905,Digilites
Sasol Mamelodi,DSAG028,,City of Tshwane,Gauteng,,-25.713865,28.335209,Digilites
Sasol Maraboe,DSAG029,,Rooihuiskraal,Gauteng,,-25.893739,28.154214,Digilites
Sasol Margate,DSAD007,,Margate,Kwazulu-Natal,,-30.856481,30.371949,Digilites
Sasol Marlboro Gardens,DSAG030,,Sandton,Gauteng,,-26.083149,28.105992,Digilites
Sasol Melkbosstrand,DSAW009,,Melkbosstrand,Western Cape,,-33.731978,18.444106,Digilites
Sasol Midrand,DSAG031,,Halfway House,Gauteng,,-26.010689,28.121274,Digilites
Sasol Midstream,DSAG032,,Centurion,Gauteng,,-25.915636,28.194858,Digilites
Sasol Modderdam,DSAW010,,Parow,Western Cape,,-33.940453,18.608883,Digilites
Sasol Mozart,DSAG033,,Honeydew,Gauteng,,-26.100188,27.904917,Digilites
Sasol N12 North,DSAG034,,Soweto,Gauteng,,-26.29646,27.823489,Digilites
Sasol N12 South,DSAG035,,City of Johannesburg,Gauteng,,-26.297501,27.824725,Digilites
Sasol NMR,DSAD009,,Stamford Hill,Kwazulu-Natal,,-29.844809,31.025282,Digilites
Sasol Northriding,DSAG036,,Randburg,Gauteng,,-26.055044,27.954724,Digilites
Sasol O'Flaherty,DSAD010,,Durban,Kwazulu-Natal,,-29.814738,30.969382,Digilites
Sasol Oaks Service Station,DSAW011,,Bellville,Western Cape,,-33.890554,18.632066,Digilites
Sasol Oasis,DSAW012,,George,Western Cape,,-33.97141,22.467911,Digilites
Sasol Olivedale,DSAG037,,Randburg,Gauteng,,-26.058859,27.978654,Digilites
Sasol Ormonde View,DSAG038,,Johannesburg,Gauteng,,-26.247293,27.985041,Digilites
Sasol Ottery,DSAW013,,Ottery,Western Cape,,-34.018003,18.513373,Digilites
Sasol Parklands,DSAW014,,City of Cape Town,Western Cape,,-33.819038,18.496229,Digilites
Sasol Philip Nel Park,DSAG039,,Pretoria,Gauteng,,-25.74154,28.136108,Digilites
Sasol Pinehaven,DSAG040,,Krugersdorp,Gauteng,,-26.061904,27.831248,Digilites
Sasol Pitstop,DSAD011,,Pietermaritzburg,Kwazulu-Natal,,-29.612658,30.38869,Digilites
Sasol Port Shepstone,DSAD020,,Port Shepstone,Kwazulu-Natal,,-30.740524,30.446021,Digilites
Sasol Pulane,DSAG041,,Ekurhuleni,Gauteng,,-26.330707,28.155476,Digilites
Sasol Raisethorpe,DSAD012,,The Msunduzi,Kwazulu-Natal,,-29.570148,30.405759,Digilites
Sasol Randburg,DSAG042,,Randburg,Gauteng,,-26.109683,27.989308,Digilites
Sasol Randhart,DSAG043,,Alberton,Gauteng,,-26.286773,28.105165,Digilites
Sasol Randles,DSAD013,,Sparks (Ethekwini),Kwazulu-Natal,,-29.831706,30.984226,Digilites
Sasol Randpark Ridge,DSAG061,,Randburg,Gauteng,,-26.103589,27.945915,Digilites
Sasol Regina Mundi,DSAG044,,Soweto,Gauteng,,-26.262639,27.885891,Digilites
Sasol Riley Road,DSAG045,,Bedfordview,Gauteng,,-26.166113,28.145541,Digilites
Sasol Rooihuiskraal,DSAG046,,Rooihuiskraal,Gauteng,,-25.870658,28.139164,Digilites
Sasol Rosehaven North,DSAG047,,City of Tshwane,Gauteng,,-25.797242,28.56821,Digilites
Sasol Rosehaven South,DSAG048,,City of Tshwane,Gauteng,,-25.799116,28.568554,Digilites
Sasol Ruimsig,DSAG049,,Roodepoort,Gauteng,,-26.090201,27.870746,Digilites
Sasol Rynfield,DSAG050,,Benoni,Gauteng,,-26.13693,28.349032,Digilites
Sasol Salt Rock,DSAD014,,KwaDukuza,Kwazulu-Natal,,-29.482465,31.227413,Digilites
Sasol Sebenzile,DSAG051,,Soweto,Gauteng,,-26.222153,27.889436,Digilites
Sasol Somerset West,DSAW015,,Firgrove,Western Cape,,-34.08375,18.818741,Digilites
Sasol Stormvoel,DSAG053,,Pretoria,Gauteng,,-25.711651,28.261032,Digilites
Sasol Summerstrand,DSAE002,,Port Elizabeth,Eastern Cape,,-33.99125,25.647291,Digilites
Sasol Sunnyside,DSAG054,,Pretoria,Gauteng,,-25.756353,28.202401,Digilites
Sasol Sunpark,DSAD015,,Queensburgh,Kwazulu-Natal,,-29.899607,30.878709,Digilites
Sasol Swartgoud,DSAG055,,Johannesburg,Gauteng,,-26.272141,28.030265,Digilites
Sasol Tembisa,DSAG056,,Ekurhuleni,Gauteng,,-26.034404,28.190939,Digilites
Sasol Theresa Park,DSAG057,,City of Tshwane,Gauteng,,-25.676729,28.142833,Digilites
Sasol Tunney Avenue,DSAG058,,Germiston,Gauteng,,-26.156989,28.200135,Digilites
Sasol Umgeni,DSAD016,,Stamford Hill,Kwazulu-Natal,,-29.813747,31.02302,Digilites
Sasol Umzinto,DSAD017,,Umzinto,Kwazulu-Natal,,-30.308527,30.668891,Digilites
Sasol van Buuren,DSAG060,,Germiston,Gauteng,,-26.188022,28.135475,Digilites
Sasol Verulam,DSAD018,,Ethekwini,Kwazulu-Natal,,-29.65549,31.060584,Digilites
Sasol Viking,DSAG062,,Johannesburg,Gauteng,,-26.277782,27.945364,Digilites
Sasol Walkerville,DSAG059,,Midvaal,Gauteng,,-26.419301,27.956667,Digilites
Sasol Wilropark,DSAG063,,Roodepoort,Gauteng,,-26.125213,27.846942,Digilites
Sasol Winder Road,DSAD019,,Durban,Kwazulu-Natal,,-29.860471,31.034712,Digilites
Sasol Witkoppen,DSAG064,,Four Ways,Gauteng,,-26.025147,27.992638,Digilites
Sasol Zebetiela North,DSAG065,,Mogalakwena,Limpopo,,-24.271486,28.99409,Digilites
Sasol Zebetiela South,DSAG066,,Mogalakwena,Limpopo,,-24.272723,28.995586,Digilites
